event_id,source,domain,event_date,topic,summary,source_url,evidence_urls,quality_flags,filter_reason,fetched_at
bca27e9a45fe3228462d,wikipedia_current_events,other,2026-05-03,Mass media in Afghanistan,"On World Press Freedom Day, Afghan journalists launch the Kabul Times News media outlet in exile in France amidst media restrictions in Afghanistan. (Khaama Press)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.kabultimesnews.com/article.php?slug=kabul-times-news-agency-officially-launches-its-activities-as-an-independent-and-free-media-in-exile; https://www.khaama.com/kabul-times-news-launches-operations-from-exile/,,,2026-05-16T09:41:45.135764+00:00
2e6c0d49a25edb7081a6,wikipedia_current_events,other,2026-05-03,Mass shootings in the United States,"Eighteen people are wounded in a mass shooting at Arcadia Lake, Oklahoma. (CBS News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.cbsnews.com/news/shooting-at-lake-near-oklahoma-city-leaves-at-least-10-wounded/; https://www.reuters.com/world/us/shooting-lake-near-oklahoma-city-injures-least-10-ap-reports-2026-05-04/,,,2026-05-16T09:41:45.137755+00:00
8f0369d5df6515b20248,wikipedia_current_events,other,2026-05-03,Russian,The Russian Ministry of Industry and Trade will restrict supplies of popular computers starting 27 May 2026.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://en.topcor.ru/70936-novaja-jera-deficita-s-27-maja-v-rf-ogranichat-postavki-populjarnyh-kompjuterov.html,,,2026-05-16T09:41:45.136759+00:00
5b03e8e97692bee75df0,wikipedia_current_events,other,2026-05-03,Sri Lankan,Sri Lankan police arrest 37 Chinese nationals in Colombo suspected of operating an online fraud center and seize electronic devices and SIM cards during the operation.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.manilatimes.net/2026/05/04/world/asia-oceania/sri-lanka-arrests-37-chinese-at-scam-center/2334426,,,2026-05-16T09:41:45.137755+00:00
dd453b31938df0e9a3ff,wikipedia_current_events,conflict,2026-05-03,United States Africa Command,"The United States Africa Command reports that two American soldiers have been reported missing while on a hike near Tan-Tan, Morocco, after taking part in the annual African Lion military exercises.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://apnews.com/article/morocco-us-africom-african-lion-exercise-missing-733658c155ce6d64a740a2abb9e59e52,,,2026-05-16T09:41:45.136759+00:00
371e4a470fec4c43d60b,wikipedia_current_events,other,2026-05-03,monster truck,"At least three people are killed and 38 others are injured when a monster truck crashes into a crowd at an exhibition event in Popayán, Cauca Department, Colombia. (BBC News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_3,https://www.bbc.com/news/articles/czx2d54wwr4o; https://www.reuters.com/world/americas/monster-truck-crashes-into-crowd-popayan-colombia-killing-two-2026-05-04/,,,2026-05-16T09:41:45.136759+00:00
1ca2077fd8ebf62929e8,wikipedia_current_events,conflict,2026-05-04,2025–2026 Iran–United States negotiations / 2026 Iran war ceasefire,Abbas Araghchi and Pakistani foreign minister Ishaq Dar hold a phone call to discuss Pakistan 's efforts to revive ceasefire talks between Iran and the United States aimed at ending the war. (AA),https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://english.alarabiya.net/amp/News/middle-east/2026/05/04/pakistan-foreign-minister-discusses-regional-situation-on-call-with-iran-s-araghchi; https://www.aa.com.tr/en/asia-pacific/top-pakistani-iranian-diplomats-discuss-efforts-to-revive-stalled-talks-with-us/3926042,,,2026-05-16T09:41:45.381041+00:00
0f32bfca361fe63c5e14,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Iranian strikes on Arab countries / 2026 Iranian strikes on the United Arab Emirates,"The United Arab Emirates reports that it has intercepted three missiles from Iran, with the 4th one falling into the sea. This is the first report of missile interceptions since the ceasefire began on April 7.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.khaleejtimes.com/uae/emergencies/uae-detects-4-cruise-missiles-may-4?amp=1,,,2026-05-16T09:41:45.375271+00:00
0f32bfca361fe63c5e14,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Iranian strikes on Arab countries / 2026 Iranian strikes on the United Arab Emirates,A strike on an energy facility in the Fujairah emirate injures three Indian nationals.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.lbcgroup.tv/news/middleeastnews/929966/three-injured-in-strike-targeting-energy-installation-in-uaes-fujairah/en,,,2026-05-16T09:41:45.375271+00:00
6438eab77b62b9848107,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,"Iranian media report that the Iranian navy struck a U.S. Navy warship with two missiles, after it ignored warnings off the coast of Jask. United States Central Command denies the claim that a ship was hit. (Israeli National News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.cnbc.com/2026/05/04/iran-war-trump-strait-of-hormuz.html; https://www.israelnationalnews.com/news/426529,,,2026-05-16T09:41:45.373236+00:00
6438eab77b62b9848107,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,A fire and explosion is reported on an anchored HMM vessel in the Strait of Hormuz near the United Arab Emirates. No casualties were reported.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://en.yna.co.kr/view/AEN20260504010952315?section=national/diplomacy,,,2026-05-16T09:41:45.373236+00:00
6438eab77b62b9848107,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,A vessel belonging to Abu Dhabi National Oil Company is attacked by two drones in the Strait of Hormuz. No injuries were reported.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://gulfnews.com/uae/iranian-drones-attack-adnoc-tanker-in-strait-of-hormuz-1.500528456,,,2026-05-16T09:41:45.374258+00:00
64e324338db6ab10821d,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign / Operation Project Freedom,"The U.S. Central Command says that two US-flagged merchant vessels have passed through the Strait of Hormuz, the first vessels to cross the waterway since the start of Project Freedom. Additionally, CENTCOM also says that U.S. Navy guided-missile destroyers transited through the waterway. (The Hill)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://thehill.com/homenews/administration/5862288-us-cargo-ships-strait-hormuz/; https://www.axios.com/2026/05/04/strait-hormuz-us-merchant-ships-cross,,,2026-05-16T09:41:45.373236+00:00
b1c2a42ab017ba2efcdb,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 United States naval blockade of Iran,The Pakistani foreign ministry says that the U.S. has evacuated 22 crew members on the Touska and will hand them to Iranian authorities.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.reuters.com/world/asia-pacific/us-evacuates-22-crew-members-seized-iranian-ship-pakistan-2026-05-04/,,,2026-05-16T09:41:45.374258+00:00
b1c2a42ab017ba2efcdb,wikipedia_current_events,conflict,2026-05-04,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 United States naval blockade of Iran,The IRNA confirms that the 22 sailors returned home to Iran at a border terminal in Sistan-Baluchistan.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.pakistantoday.com.pk/2026/05/04/iranian-sailors-return-home-via-pakistan-after-us-release-in-confidence-building-move,,,2026-05-16T09:41:45.374258+00:00
07d8b4654a90c0ab9611,wikipedia_current_events,other,2026-05-04,2026 Leipzig car incident,"Two people are killed and 22 others are injured, including two seriously, after a car was driven into a crowd of people in Leipzig, Saxony, Germany. The perpetrator is arrested and the incident is being investigated.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.reuters.com/world/car-rams-into-crowd-people-german-city-leipzig-focus-online-reports-2026-05-04/,,,2026-05-16T09:41:45.387039+00:00
d21852936dbba157e999,wikipedia_current_events,other,2026-05-04,2026 Liuyang fireworks factory explosion,"At least 26 people are killed in an explosion at a fireworks factory in Liuyang, Hunan, China.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.reuters.com/world/china/blast-fireworks-factory-chinas-hunan-province-kills-21-injures-61-cctv-2026-05-05/,,,2026-05-16T09:41:45.384039+00:00
013313248ec8673c87da,wikipedia_current_events,other,2026-05-04,8th European Political Community Summit,"The 8th European Political Community Summit is held in Yerevan, Armenia, with leaders from nearly 50 countries participating.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.euronews.com/my-europe/2026/05/04/world-leaders-arrive-in-armena-for-eighth-epc-summit,,,2026-05-16T09:41:45.386039+00:00
e911b29b5577a97c1947,wikipedia_current_events,other,2026-05-04,Australia,Australia and Japan sign agreements on energy and critical minerals.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.reuters.com/business/energy/japan-pm-takaichi-set-talks-with-australias-albanese-energy-security-2026-05-04/,,,2026-05-16T09:41:45.386039+00:00
0240453ae208b7e8f19a,wikipedia_current_events,other,2026-05-04,Austria,Austria expels three Russian diplomats over suspected espionage activities involving data interception from the Russian embassy and a diplomatic mission in Vienna.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://apnews.com/article/austria-espionage-russia-antennas-dd51684528e52a2c5a7e0997e54bbcad,,,2026-05-16T09:41:45.386039+00:00
601f0dbade4587e9389a,wikipedia_current_events,other,2026-05-04,Dandong,"Eight people are killed in a road accident in Dandong, Liaoning, China.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://english.news.cn/20260504/5733878210cb473d8c98b09d04ab8ace/c.html,,,2026-05-16T09:41:45.384039+00:00
0a10bd42a34ce801ba84,wikipedia_current_events,conflict,2026-05-04,Dubai International Airport,"The Dubai International Airport in Dubai, United Arab Emirates, reports a 66% drop in passenger traffic in March 2026 amidst a disruption of air traffic in the Middle East due to the Iran war.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.bloomberg.com/news/articles/2026-05-04/dubai-airport-passenger-traffic-drops-66-in-march-on-iran-war,,,2026-05-16T09:41:45.384039+00:00
fa63f138b777d9193f2e,wikipedia_current_events,other,2026-05-04,Embraer EMB-721,"At least two people are killed and three others are injured when an Embraer EMB-721 crashes into a residential building in Belo Horizonte, Minas Gerais, Brazil.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://g1.globo.com/mg/minas-gerais/noticia/2026/05/04/video-mostra-momento-em-que-aviao-cai-e-bate-em-predio-em-belo-horizonte.ghtml,,,2026-05-16T09:41:45.385054+00:00
852ff767453bb7b522e6,wikipedia_current_events,other,2026-05-04,Indonesia,Indonesia and Japan signs a defense agreement including cooperation in defense industry and personnel training amid the lifting of Japan's arms export ban.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://jakartaglobe.id/news/indonesia-japan-seal-defense-pact-as-tokyo-lifts-lethal-arms-export-ban,,,2026-05-16T09:41:45.386039+00:00
fb9cb79ffb9441a7de8e,wikipedia_current_events,other,2026-05-04,Manhattan,"Three people are killed and 14 others are injured in a fire at a six-story apartment building in Manhattan, New York, United States.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.nytimes.com/2026/05/04/nyregion/nyc-fire-inwood.html?smid=tw-nytimes&smtyp=cur,,,2026-05-16T09:41:45.385054+00:00
0f12be0cffbbe1e41abf,wikipedia_current_events,conflict,2026-05-04,Nigeria,Nigeria announces plans for the voluntary repatriation of its citizens from South Africa following reported attacks and safety concerns affecting foreign nationals.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://www.manilatimes.net/2026/05/04/news/world/nigeria-to-evacuate-130-citizens-from-south-africa-after-attacks/2335104,,,2026-05-16T09:41:45.387039+00:00
86044359ccfd9d817300,wikipedia_current_events,other,2026-05-04,Northern Uganda,Seven people are killed and 13 others critically injured after a bus collided head-on with a trailer in Northern Uganda.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://english.news.cn/africa/20260504/193dc58d27b047c6816cba3c3369d717/c.html,,,2026-05-16T09:41:45.384039+00:00
4ba38ce9b06698cd1beb,wikipedia_current_events,conflict,2026-05-04,Rapid Support Forces,"Rapid Support Forces launch drone attacks at several targets in Khartoum, Sudan, including the Khartoum International Airport in Khartoum, Sudan. Drone strikes are also reported at the Signal Corps in Khartoum Bahri and Al-Markhiyat camp in northern Omdurman.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://sudantribune.com/article/313495,,,2026-05-16T09:41:45.383121+00:00
78227b43f64c4ed0e278,wikipedia_current_events,macro,2026-05-04,San Mateo,"Two people are killed after a fire swept through a residential area in San Mateo, Rizal, Philippines.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://english.news.cn/asiapacific/20260504/5b8213d0d2884ab0bc29169ed56b3157/c.html,,,2026-05-16T09:41:45.385054+00:00
0df81063161fc22d4221,wikipedia_current_events,conflict,2026-05-04,Sudan Army,The Sudan Army 's air defenses intercept drone strikes at the airport.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_4,https://yaffaps.com/en/page-99945.html,,,2026-05-16T09:41:45.383121+00:00
83463cab57b1ebc9496d,wikipedia_current_events,conflict,2026-05-05,2025–2026 Iran–United States negotiations / 2026 Iran war ceasefire,"Marco Rubio and U.S. military leaders, including U.S. defense secretary Pete Hegseth, say that the ceasefire is holding despite recent attacks on the United Arab Emirates and Strait of Hormuz. (Times of Israel)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.reuters.com/world/middle-east/us-not-looking-fight-with-temporary-operation-protect-ships-iran-pentagon-chief-2026-05-05/; https://www.timesofisrael.com/iran-ceasefire-not-over-us-not-looking-for-a-fight-hegseth-says-after-tehran-fires-on-gulf/,,,2026-05-16T09:41:45.628772+00:00
2e92e27ff16cad5ab4e7,wikipedia_current_events,other,2026-05-05,2026 Carrollton Koreatown shootings,"Two people are killed and three others injured in a mass shooting at a Korean supermarket in Carrollton, Texas, U.S., after a 69-year-old man opened fire on his coworkers at a business meeting. The suspect is taken into custody.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.nbcnews.com/news/us-news/2-dead-3-injured-shooting-korean-supermarket-dallas-rcna343725,,,2026-05-16T09:41:45.634779+00:00
99f0365a4b428d0821b0,wikipedia_current_events,conflict,2026-05-05,2026 Iran war,"Rubio announces that Operation Epic Fury, the codename for the initial phase of U.S. military operations in the war with Iran, has concluded. (The Hill)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,http://time.com/article/2026/05/05/rubio-iran-epic-fury-over-strait-hormuz/; https://thehill.com/newsletters/defense-national-security/5865009-rubio-says-operation-epic-fury-is-over/,,,2026-05-16T09:41:45.628772+00:00
de5797f6269f571b17b8,wikipedia_current_events,conflict,2026-05-05,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Strait of Hormuz campaign,"Donald Trump announces a pause in Operation Project Freedom aimed at helping ships transit the Strait of Hormuz, citing Pakistan 's request to do so and progress in negotiations. (CNBC)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.arabnews.pk/node/2642502/pakistan; https://www.cnbc.com/2026/05/05/trump-iran-deal-project-freedom-hormuz-strait.html,,,2026-05-16T09:41:45.628772+00:00
b568bffbab939f79538c,wikipedia_current_events,conflict,2026-05-05,2026 Iran war fuel crisis,Andy Beshear announces emergency regulations in effort to combat the high gas prices in Kentucky as a result of the war. (Kentucky Today),https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.kentuckytoday.com/news/beshear-taking-emergency-steps-to-lower-gas-prices/article_cd5ecdab-25a5-4bad-ab41-cffb173ac353.html; https://www.reuters.com/business/energy/kentucky-governor-cut-gasoline-tax-war-driven-price-surge-continues-2026-05-06/,,,2026-05-16T09:41:45.633778+00:00
842211a697c341703ed7,wikipedia_current_events,conflict,2026-05-05,2026 Rio Branco school attack,"Two people are killed and seven others are injured in a school shooting in Rio Branco, Acre, Brazil. A 13-year-old suspect is taken into custody. (Xinhua)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://cbn.globo.com/brasil/noticia/2026/05/05/ataque-a-tiros-em-escola-de-rio-branco-deixa-duas-funcionarias-mortas.ghtml; https://english.news.cn/20260506/7a3e4d29f27c4e70a6d431c7d070fb25/c.html,,,2026-05-16T09:41:45.635775+00:00
2ae4c254641f67c26cc8,wikipedia_current_events,other,2026-05-05,Andisheh,"Eight people are killed and 41 others are injured in a fire at a commercial complex in Andisheh, Tehran province, Iran.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.aa.com.tr/en/middle-east/8-killed-41-injured-in-fire-at-commercial-complex-near-tehran/3928395,,,2026-05-16T09:41:45.633778+00:00
9e6fec905895faa8de1b,wikipedia_current_events,other,2026-05-05,Anti-Israeli,"Anti-Israeli protests are held outside the Park East Synagogue in New York City, U.S., after the synagogue hosted the Great Israeli Real Estate Event, an expo for land sales in both Israel and the occupied West Bank. (Jewish Insider) (The New York Times)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://jewishinsider.com/2026/05/new-york-democrats-mamdani-park-east-real-israel-protest/; https://www.nytimes.com/2026/05/05/nyregion/nyc-synagogue-protests-israel-real-estate.html; https://www.timesofisrael.com/liveblog_entry/mamdani-backs-police-protest-response-criticizes-israel-real-estate-event-at-synagogue/,,,2026-05-16T09:41:45.632779+00:00
c0809145aa920bd13221,wikipedia_current_events,conflict,2026-05-05,Bihar,"More than twenty people are killed over the past 24 hours in storms, heavy rainfall, and lightning strikes across Bihar, India.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.thehansindia.com/news/national/storms-lightning-devastate-bihar-over-20-dead-in-24-hours-1072452,,,2026-05-16T09:41:45.633778+00:00
1d2ff273c46cbd804032,wikipedia_current_events,conflict,2026-05-05,Boko Haram,"Boko Haram militants attack a Chadian military base on the shores of Lake Chad, killing 23 security personnel and injuring dozens of others.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.dw.com/en/boko-haram-lake-chad-attack/a-77057854,,,2026-05-16T09:41:45.631772+00:00
056990576392e524ec8f,wikipedia_current_events,other,2026-05-05,COVID-19 drug development,"German biotechnology company BioNTech announces it will halt production of its COVID-19 vaccine due to drastic restructuring plans, leaving sole production of the vaccine to its partner Pfizer. (DW)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.dw.com/en/germany-biontech-shutting-down-covid-vaccine-production-entirely-1860-jobs-at-risk/a-77055320; https://www.wsj.com/business/earnings/biontech-to-close-sites-cut-quarter-of-workforce-in-savings-push-56201ed1,,,2026-05-16T09:41:45.634779+00:00
87c09cd76d0e8c46b470,wikipedia_current_events,conflict,2026-05-05,Ethiopia–Sudan relations,"The Sudan News Agency reports that Sudan has recalled its ambassador to Ethiopia, accusing them of involvement in recent drone strikes targeting the airport in Khartoum.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.ewn.co.za/2026/05/05/sudan-recalls-ambassador-to-ethiopia-after-airport-attack,,,2026-05-16T09:41:45.631772+00:00
72bb1f0447de80fe77aa,wikipedia_current_events,conflict,2026-05-05,Gaza war,"The Israel Defense Forces confirms that Hamas Nukhba commander Anas Muhammad Ibrahim Hamed, who took part in the October 7, 2023 attacks including the Nova music festival massacre, was eliminated in a airstrike yesterday in the central Gaza Strip. (Israel National News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.israelnationalnews.com/news/426587; https://www.timesofisrael.com/liveblog_entry/idf-says-gaza-strike-killed-hamas-nukhba-commander-who-participated-in-oct-7-attack/,,,2026-05-16T09:41:45.630778+00:00
fff90bac16169e9291b0,wikipedia_current_events,other,2026-05-05,Louise Arbour,Louise Arbour is announced by prime minister Mark Carney as the next governor general of Canada.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.theguardian.com/world/2026/may/05/carney-appoints-louise-arbor-canada-governor-general,,,2026-05-16T09:41:45.637779+00:00
0917b01c9e9d56b35f6c,wikipedia_current_events,other,2026-05-05,Mutoko District,"Fourteen people are killed in a road accident involving a bus in Mutoko District, Zimbabwe.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.thestar.com.my/news/world/2026/05/06/14-killed-in-zimbabwe-road-accident-involving-malawi-bound-bus#goog_rewarded,,,2026-05-16T09:41:45.633778+00:00
df015b20fb64c4cc5176,wikipedia_current_events,politics,2026-05-05,Parliament of Romania,"The Parliament of Romania votes 281–4 to pass a motion of no confidence, called by the Social Democratic Party and Alliance for the Union of Romanians, against prime minister Ilie Bolojan. (AP)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://apnews.com/article/romania-government-no-confidence-motion-european-union-cae251a0ef62c9941d9355c0b2c927ea; https://www.france24.com/en/europe/20260505-romania-s-pro-eu-coalition-government-collapses-after-prime-minister-loses-no-confidence-vote,,,2026-05-16T09:41:45.637779+00:00
96f46a8509b8a0394f7b,wikipedia_current_events,macro,2026-05-05,Pasig,"In Pasig, Philippines, the National Bureau of Investigation arrests the founder of an online news site, Peanut Gallery Media Network, and four other people, in an entrapment operation for an alleged extortion attempt on former House speaker Martin Romualdez. (Gulf News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://gulfnews.com/world/asia/philippines/philippines-social-media-founder-franco-mabanta-arrested-following-alleged-350-million-romualdez-extortion-plot-1.500530705; https://www.pna.gov.ph/articles/1274433,,,2026-05-16T09:41:45.636779+00:00
d0e8db2ca82730cff29c,wikipedia_current_events,politics,2026-05-05,Politics of Romania,"Nicușor Dan refuses the possibility of holding snap elections, saying that a new government will be formed comprising a coalition of pro-Western parties.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.romania-actualitati.ro/stiri/romania/nicusor-dan-a-exclus-scenariul-alegerilor-anticipate-id227942.html,,,2026-05-16T09:41:45.636779+00:00
1240fff6127dac49ebb0,wikipedia_current_events,conflict,2026-05-05,Rapid Support Forces,"Five people are killed and nine others are injured following a drone strike launched by the Rapid Support Forces on two fuel stations in Kosti, White Nile.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://sudantribune.com/article/313569,,,2026-05-16T09:41:45.631772+00:00
cc17bfee9dd4ea61b3bc,wikipedia_current_events,conflict,2026-05-05,Russian,At least 27 people are killed and more than 80 injured in Russian drone and missile attacks on Ukraine. (Irish Times),https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://nypost.com/2026/05/06/world-news/russian-attacks-kill-27-in-ukraine-hours-before-proposed-ceasefire-deadline/; https://www.irishtimes.com/world/europe/2026/05/05/ukraine-27-killed-in-latest-russian-attacks-before-kyiv-deadline-on-proposed-ceasefire/,,,2026-05-16T09:41:45.632779+00:00
058581c0f800b3c5e4c2,wikipedia_current_events,politics,2026-05-05,Ugandan,"The Ugandan parliament passes the Protection of Sovereignty Bill, which restricts foreign involvement in policymaking without government approval and imposes penalties of up to 10 years' imprisonment for violations.",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.reuters.com/sustainability/society-equity/ugandan-lawmakers-pass-scaled-back-sovereignty-law-after-central-bank-warning-2026-05-06/,,,2026-05-16T09:41:45.637779+00:00
d5623eba0ea96d1350bc,wikipedia_current_events,other,2026-05-05,motion of no confidence,"As a result of the motion of no confidence against Romanian prime minister Ilie Bolojan, exchange rates between the Romanian leu and the euro rise to their highest level in history as the leu's value plummets. (Economica.net in Romanian)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_5,https://www.digifm.ro/stiri/record-istoric-leul-isi-continua-trendul-descendent-depasind-un-nou-prag-psihologic-euro-a-ajuns-la-521-lei-338991; https://www.economica.net/euro-sparge-inca-un-record-o-noua-crestere-in-ziua-motiunii-curs-bnr-5-05-2026_938275.html,,,2026-05-16T09:41:45.633778+00:00
32f75f7c7f05441a70aa,wikipedia_current_events,conflict,2026-05-06,2025–2026 Iran–United States negotiations / 2026 Iran war ceasefire,Axios reports that Iran and the U.S. are closing in on a one-page memorandum to end the war and set a framework for negotiations regarding Iran's nuclear program. (Axios),https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://www.axios.com/2026/05/06/iran-us-deal-one-page-memo; https://www.reuters.com/world/middle-east/us-iran-closing-one-page-memo-end-war-axios-reports-2026-05-06/,,,2026-05-16T09:41:45.879798+00:00
03eec5abb5d8272868b8,wikipedia_current_events,conflict,2026-05-06,2025–2026 Iran–United States negotiations / 2026 Iran war ceasefire / Pakistan in the 2026 Iran war,Pakistani deputy prime minister and foreign minister Ishaq Dar says that Pakistan is focusing on making the current ceasefire between Iran and the United States permanent.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://www.pakistantoday.com.pk/2026/05/06/dar-says-pakistan-now-seeks-a-permanent-us-iran-ceasefire,,,2026-05-16T09:41:45.878870+00:00
a0242ff58e0e211248ac,wikipedia_current_events,conflict,2026-05-06,2026 Iran war / 2026 Strait of Hormuz crisis,The Islamic Revolutionary Guard Corps Navy says that safe passage on the Strait of Hormuz will be assured with new procedures and guidelines following the U.S. pause in Operation Project Freedom.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://www.reuters.com/world/middle-east/ships-crossing-hormuz-need-irgc-ok-unfreezing-assets-part-deal-iran-official-2026-04-17/,,,2026-05-16T09:41:45.878870+00:00
3256161a49e7e6343262,wikipedia_current_events,conflict,2026-05-06,2026 Iran war / 2026 Strait of Hormuz crisis / 2026 Iran war regional mobilizations,France deploys the aircraft carrier Charles de Gaulle and its strike group to the Red Sea ahead of a proposed British –French mission aimed at securing maritime traffic in the Strait of Hormuz.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://apnews.com/article/french-carrier-charles-de-gaulle-suez-hormuz-2749dc877f0ac34a0ccd4f0530786009,,,2026-05-16T09:41:45.878870+00:00
2b114c99eebf28936706,wikipedia_current_events,conflict,2026-05-06,2026 Iran war / 2026 Strait of Hormuz crisis / Ships attacked during the 2026 Iran war,"French shipping company CMA CGM says that one of its container ships, San Antonio, was attacked yesterday while transiting through the Strait of Hormuz. (AFP via Arab News)",https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://arab.news/ghh6c; https://www.timesofisrael.com/liveblog_entry/french-shipping-firm-says-vessel-was-hit-in-hormuz-yesterday/,,,2026-05-16T09:41:45.878870+00:00
51d79391503a61773388,wikipedia_current_events,conflict,2026-05-06,2026 Iran war / 2026 United States military buildup in the Middle East,USS Gerald R. Ford officially exits the Mediterranean Sea and enters the Atlantic Ocean after its longest deployment since the Cold War during which it participated in both the Iran war and the Maduro raid. (USNI),https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://news.usni.org/2026/05/06/carrier-uss-gerald-r-ford-is-now-in-the-atlantic; https://www.stripes.com/branches/navy/2026-05-06/ford-mediterranean-atlantic-gibraltar-home-port-21590351.html,,,2026-05-16T09:41:45.878870+00:00
448af6c998da1543cec2,wikipedia_current_events,conflict,2026-05-06,2026 Lebanon war / Israeli attacks on the Lebanese health sector during the Israel-Hezbollah conflict,16 people are killed and 21 are injured including three paramedics by Israeli drone strikes and airstrikes across southern Lebanon despite the ceasefire.,https://en.wikipedia.org/wiki/Portal:Current_events/2026_May_6,https://www.aa.com.tr/en/middle-east/israeli-strikes-in-lebanon-kill-5-wound-3-paramedics-damage-school-despite-ceasefire/3928473,,,2026-05-16T09:41:45.881845+00:00
